airport_name,airport_code,city_code,city_name,country_name
Bordeaux Merignac Airport,BOD,BOD,Bordeaux,France
Boundji,BOE,BOE,Boundji,Congo
El Dorado International Airport,BOG,BOG,Bogota,Colombia
Bournemouth Airport,BOH,BOH,Bournemouth,United Kingdom
Boise Air Terminal/Gowen Field,BOI,BOI,Boise,United States
Burgas Airport,BOJ,BOJ,Bourgas,Bulgaria
Chhatrapati Shivaji International Airport,BOM,BOM,Mumbai,India
Flamingo International Airport,BON,BON,Bonaire,Netherlands Antilles
Bodo Airport,BOO,BOO,Bodo,Norway
Bouar,BOP,BOP,Bouar,Central African Republic
Fontaine Airport,BOR,BOR,Belfort,France
General Edward Lawrence Logan International Airport,BOS,BOS,Boston,United States
Borroloola Airport,BOX,BOX,Borroloola,Australia
Bobo Dioulasso Airport,BOY,BOY,Bobo Dioulasso,Burkina Faso
Bozoum,BOZ,BOZ,Bozoum,Central African Republic
Bamenda Airport,BPC,BPC,Bamenda,Cameroon
Barra do Garcas Airport,BPG,BPG,Barra Do Garcas,Brazil
Begumpet Airport,BPM,HYD,Hyderabad,India
Sultan Aji Muhamad Sulaiman Airport,BPN,BPN,Balikpapan,Indonesia
Borongan Airport,BPR,BPR,Borongan,Philippines
Porto Seguro Airport,BPS,BPS,Porto Seguro,Brazil
Southeast Texas Regional Airport,BPT,BPT,Beaumont,United States
Besalampy Airport,BPY,BPY,Besalampy,Madagascar
Busselton Regional Airport,BQB,BQB,Busselton,Australia
Boulia Airport,BQL,BQL,Boulia,Australia
Rafael Hernandez Airport,BQN,BQN,Aguadilla,Puerto Rico
Bouna,BQO,BQO,Bouna,Ivory Coast
Brest Airport,BQT,BQT,Brest,Belarus (Belorussia)
Barreiras Airport,BRA,BRA,Barreiras,Brazil
San Carlos De Bariloche Airport,BRC,BRC,Bariloche,Argentina
Brainerd Lakes Regional Airport,BRD,BRD,Brainerd,United States
Bremen Airport,BRE,BRE,Bremen,Germany
Whitesburg Municipal Airport,BRG,BRG,Whitesburg,United States
Bari Karol Wojtyla Airport,BRI,BRI,Bari,Italy
Bourke Airport,BRK,BRK,Bourke,Australia
Southeast Iowa Regional Airport,BRL,BRL,Burlington,United States
Barquisimeto International Airport,BRM,BRM,Barquisimeto,Venezuela
Bern Belp Airport,BRN,BRN,Berne,Switzerland
Brownsville South Padre Island International Airport,BRO,BRO,Brownsville,United States
Brno Turany Airport,BRQ,BRQ,Brno,Czech Republic
Barra Airport,BRR,BRR,Barra,United Kingdom
Bristol Airport,BRS,BRS,Bristol,United Kingdom
Bathurst Island Airport,BRT,BRT,Bathurst Island,Australia
Brussels Airport,BRU,BRU,Brussels,Belgium
Brussels South Charleroi Airport,CRL,BRU,Brussels,Belgium
Brussels Midi Railway Station,ZYR,BRU,Brussels,Belgium
Bremerhaven Airport,BRV,BRV,Bremerhaven,Germany
Wiley Post Will Rogers Memorial Airport,BRW,BRW,Barrow,United States
Bosaso Airport,BSA,BSA,Bossaso,Somalia
Presidente Juscelino Kubistschek International Airport,BSB,BSB,Brasilia,Brazil
Jose Celestino Mutis Airport,BSC,BSC,Bahia Solano,Colombia
Bata Airport,BSG,BSG,Bata,Equatorial Guinea
Bairnsdale Airport,BSJ,BSJ,Bairnsdale,Australia
Biskra Airport,BSK,BSK,Biskra,Algeria
Bossangoa,BSN,BSN,Bossangoa,Central African Republic
Basco Airport,BSO,BSO,Basco,Philippines
Bensbach,BSP,BSP,Bensbach,Papua New Guinea
Basrah International Airport,BSR,BSR,Basra,Iraq
Bost Airport,BST,BST,Bost,Afghanistan
Basankusu Airport,BSU,BSU,Basankusu,Congo (Rep. Dem.)
Besakoa,BSV,BSV,Besakoa,Madagascar
Bertoua,BTA,BTA,Bertoua,Cameroon
Betou,BTB,BTB,Betou,Congo
Sherbro International Airport,BTE,BTE,Bonthe,Sierra Leone
Batangafo,BTG,BTG,Batangafo,Central African Republic
Hang Nadim International Airport,BTH,BTH,Batu Besar,Indonesia
Barter Island LRRS Airport,BTI,BTI,Barter Island,United States
Sultan Iskandar Muda International Airport,BTJ,BTJ,Banda Aceh,Indonesia
Bratsk Airport,BTK,BTK,Bratsk,Russian Federation
W K Kellogg Airport,BTL,BTL,Battle Creek,United States
Bert Mooney Airport,BTM,BTM,Butte,United States
Baton Rouge Metropolitan Airport,BTR,BTR,Baton Rouge,United States
M. R. Stefanik Airport,BTS,BTS,Bratislava,Slovakia
Bettles Airport,BTT,BTT,Bettles,United States
Bintulu Airport,BTU,BTU,Bintulu,Malaysia
Burlington International Airport,BTV,BTV,Burlington,United States
Bursa Airport,BTZ,BTZ,Bursa,Turkey
Buka Airport,BUA,BUA,Buka,Papua New Guinea
Burketown Airport,BUC,BUC,Burketown,Australia
Budapest Liszt Ferenc International Airport,BUD,BUD,Budapest,Hungary
Jorge Newbery Airpark,AEP,BUE,Buenos Aires,Argentina
Ministro Pistarini International Airport,EZE,BUE,Buenos Aires,Argentina
Buffalo Niagara International Airport,BUF,BUF,Buffalo,United States
Benguela Airport,BUG,BUG,Benguela,Angola
Baneasa International Airport,BBU,BUH,Bucharest,Romania
Henri Coanda International Airport,OTP,BUH,Bucharest,Romania
Bokondini Airport,BUI,BUI,Bokondini,Indonesia
Albuq,BUK,BUK,Albuq,Yemen
Bulolo Airport,BUL,BUL,Bulolo,Papua New Guinea
Gerardo Tobar Lopez Airport,BUN,BUN,Buenaventura,Colombia
Burao Airport,BUO,BUO,Burao,Somalia
Bhatinda Air Force Station,BUP,BUP,Bhatinda,India
Joshua Mqabuko Nkomo International Airport,BUQ,BUQ,Bulawayo,Zimbabwe
Bob Hope Airport,BUR,BUR,Burbank,United States
Batumi International Airport,BUS,BUS,Batumi,Georgia
Bathpalathang Airport,BUT,BUT,Burtonwood,United Kingdom
Betoambari Airport,BUW,BUW,Baubau,Indonesia
Bunia Airport,BUX,BUX,Bunia,Congo (Rep. Dem.)
Bushehr Airport,BUZ,BUZ,Bushehr,Iran
Atlas Brasil Cantanhede Airport,BVB,BVB,Boa Vista,Brazil
Rabil Airport,BVC,BVC,Boa Vista,Cape Verde
Brive Souillac Airport,BVE,BVE,Brive La Gaillard,France
BerlevAg Airport,BVG,BVG,Berlevag,Norway
Brigadeiro Camarao Airport,BVH,BVH,Vilhena,Brazil
Birdsville Airport,BVI,BVI,Birdsville,Australia
Belmonte,BVM,BVM,Belmonte,Brazil
Gautam Buddha Airport,BWA,BWA,Bhairawa,Nepal
Brownwood,BWD,BWD,Brownwood,United States
Braunschweig Wolfsburg Airport,BWE,BWE,Braunschweig,Germany
Bowling Green Warren County Regional Airport,BWG,BWG,Bowling Green,United States
Bol Airport,BWK,BWK,Bol,Croatia
Brunei International Airport,BWN,BWN,Bandar Seri Begawan,Brunei Darussalam
Wynyard Airport,BWT,BWT,Burnie,Australia
Babo Airport,BXB,BXB,Babo,Indonesia
Boxborough,BXC,BXC,Boxborough,United States
Bade,BXD,BXD,Bade,Indonesia
Bakel Airport,BXE,BXE,Bakel,Senegal
Boundiali,BXI,BXI,Boundiali,Ivory Coast
Batom,BXM,BXM,Batom,Indonesia
Milas Bodrum International Airport,BJV,BXN,Bodrum,Turkey
Imsik Airport,BXN,BXN,Bodrum,Turkey
Bancasi Airport,BXU,BXU,Butuan,Philippines
Breiddalsvik,BXV,BXV,Breiddalsvik,Iceland
Dibaa,BYB,BYB,Dibaa,Oman
Yacuiba Airport,BYC,BYC,Yacuiba,Bolivia
Bouake Airport,BYK,BYK,Bouake,Ivory Coast
Carlos Manuel de Cespedes Airport,BYM,BYM,Bayamo,Cuba
Bonito Airport,BYO,BYO,Bonito,Brazil
Bayreuth Airport,BYU,BYU,Bayreuth,Germany
Baniyala,BYX,BYX,Baniyala,Australia
Philip S. W. Goldson International Airport,BZE,BZE,Belize City,Belize
Bydgoszcz Ignacy Jan Paderewski Airport,BZG,BZG,Bydgoszcz,Poland
Barisal Airport,BZL,BZL,Barisal,Bangladesh
Woensdrecht,BZM,BZM,Bergen Op Zoom,Netherlands
Gallatin Field,BZN,BZN,Bozeman,United States
Bolzano Airport,BZO,BZO,Bolzano,Italy
Beziers Vias Airport,BZR,BZR,Beziers,France
Maya Maya Airport,BZV,BZV,Brazzaville,Congo
Cabinda Airport,CAB,CAB,Cabinda,Angola
Cascavel Airport,CAC,CAC,Cascavel,Brazil
Columbia Metropolitan Airport,CAE,CAE,Columbia,United States
Cagliari Elmas Airport,CAG,CAG,Cagliari,Italy
Cairo International Airport,CAI,CAI,Cairo,Egypt
Canaima Airport,CAJ,CAJ,Canaima,Venezuela
Akron Canton Regional Airport,CAK,CAK,Akron Canton,United States
Campbeltown Airport,CAL,CAL,Campbeltown,United Kingdom
Camiri,CAM,CAM,Camiri,Bolivia
Guangzhou Baiyun International Airport,CAN,CAN,Guangzhou,China
Cap Haitien International Airport,CAP,CAP,Cap Haitien,Haiti
Juan H White Airport,CAQ,CAQ,Caucasia,Colombia
Casablanca  Anfa,CAS,CAS,Casablanca,Morocco
Mohammed V International Airport,CMN,CAS,Casablanca,Morocco
Cazombo,CAV,CAV,Cazombo,Angola
Bartolomeu Lisandro Airport,CAW,CAW,Campos,Brazil
Carlisle Airport,CAX,CAX,Carlisle,United Kingdom
Cayenne Rochambeau Airport,CAY,CAY,Cayenne,French Guiana
Jorge Wilsterman International Airport,CBB,CBB,Cochabamba,Bolivia
Car Nicobar Air Force Station,CBD,CBD,Car Nicobar,India
Greater Cumberland Regional Airport,CBE,CBE,Cumberland,United States
Cambridge Airport,CBG,CBG,Cambridge,United Kingdom
Bechar Boudghene Ben Ali Lotfi Airport,CBH,CBH,Bechar,Algeria
"Aeropuerto General Tomas de Heres"". Ciudad Bolivar""",CBL,CBL,Ciudad Bolivar,Venezuela
Penggung Airport,CBN,CBN,Cirebon,Indonesia
Awang Airport,CBO,CBO,Cotabato,Philippines
Margaret Ekpo International Airport,CBQ,CBQ,Calabar,Nigeria
Canberra International Airport,CBR,CBR,Canberra,Australia
Catumbela Airport,CBT,CBT,Catumbela,Angola
Condobolin,CBX,CBX,Condobolin,Australia
Jardines Del Rey Airport,CCC,CCC,Cayo Coco,Cuba
Carcassonne Airport,CCF,CCF,Carcassonne,France
Calicut International Airport,CCJ,CCJ,Calicut,India
Cocos (Keeling) Islands Airport,CCK,CCK,Cocos Islands,Cocos (Keeling) Island
Diomicio Freitas Airport,CCM,CCM,Crisciuma,Brazil
Chakcharan Airport,CCN,CCN,Chakcharan,Afghanistan
Carimagua,CCO,CCO,Carimagua,Colombia
Carriel Sur Airport,CCP,CCP,Concepcion,Chile
Buchanan Field,CCR,CCR,Concord,United States
Simon Bolivar International Airport,CCS,CCS,Caracas,Venezuela
Colonia Catriel,CCT,CCT,Colonia Catriel,Argentina
Netaji Subhash Chandra Bose International Airport,CCU,CCU,Kolkata,India
Craig Cove Airport,CCV,CCV,Craig Cove,Vanuatu
Chub Cay Airport,CCZ,CCZ,Chub Cay,Bahamas
Cold Bay Airport,CDB,CDB,Cold Bay,United States
Cedar City Regional Airport,CDC,CDC,Cedar City,United States
Conceicao do Araguaia Airport,CDJ,CDJ,Conceicao Do Arag,Brazil
Kadapa Airport,CDP,CDP,Cuddapah,India
Chadron Municipal Airport,CDR,CDR,Chadron,United States
Castellon Costa Azahar Airport,CDT,CDT,Castellon de la Plana,Spain
Merle K (Mudhole) Smith Airport,CDV,CDV,Cordova,United States
Mactan Cebu International Airport,CEB,CEB,Cebu,Philippines
Jack Mc Namara Field Airport,CEC,CEC,Crescent City,United States
Ceduna Airport,CED,CED,Ceduna,Australia
Chiang Rai International Airport,CEI,CEI,Chiang Rai,Thailand
Chelyabinsk Balandino Airport,CEK,CEK,Chelyabinsk,Russian Federation
Ciudad Obregon International Airport,CEN,CEN,Ciudad Obregon,Mexico
Waco Kungo,CEO,CEO,Waco Kungo,Angola
Cannes Mandelieu Airport,CEQ,CEQ,Cannes,France
Cherbourg Maupertus Airport,CER,CER,Cherbourg,France
Cessnock Airport,CES,CES,Cessnock,Australia
Cortez Municipal Airport,CEZ,CEZ,Cortez,United States
Cabo Frio Airport,CFB,CFB,Cabo Frio,Brazil
Cacador Airport,CFC,CFC,Cacador,Brazil
Clermont Ferrand Auvergne Airport,CFE,CFE,Clermont Ferrand,France
Jaime Gonzalez Airport,CFG,CFG,Cienfuegos,Cuba
Ech Cheliff Airport,CFK,CFK,chief,United States
Donegal Airport,CFN,CFN,Donegal,Ireland
Confresa Airport,CFO,CFO,Confreza,Brazil
Caen Carpiquet Airport,CFR,CFR,Caen,France
Coffs Harbour Airport,CFS,CFS,Coffs Harbour,Australia
Ioannis Kapodistrias International Airport,CFU,CFU,Kerkyra,Greece
Marechal Rondon Airport,CGB,CGB,Cuiaba,Brazil
Changde Airport,CGD,CGD,Changde,China
Cape Girardeau Regional Airport,CGI,CGI,Cape Girardeau,United States
Camiguin Airport,CGM,CGM,Camiguin,Philippines
Cologne Bonn Airport,CGN,CGN,Cologne,Germany
Zhengzhou Xinzheng International Airport,CGO,CGO,Zhengzhou,China
Shah Amanat International Airport,CGP,CGP,Chittagong,Bangladesh
Longjia Airport,CGQ,CGQ,Changchun,China
Campo Grande Airport,CGR,CGR,Campo Grande,Brazil
College Park,CGS,CGS,College Park,United States
Laguindingan Airport,CGY,CGY,Cagayan De Oro,Philippines
Lovell Field,CHA,CHA,Chattanooga,United States
Christchurch International Airport,CHC,CHC,Christchurch,New Zealand
Solomon Airport,SLJ,CHD,Chandler,United States
Chachapoyas Airport,CHH,CHH,Chachapoyas,Peru
Chicago Midway International Airport,MDW,CHI,Chicago,United States
Chicago OHare International Airport,ORD,CHI,Chicago,United States
Teniente FAP Jaime A De Montreuil Morales Airport,CHM,CHM,Chimbote,Peru
Charlottesville Albemarle Airport,CHO,CHO,Charlottesville,United States
Chania International Airport,CHQ,CHQ,Chania,Greece
Chateauroux Deols Airport,CHR,CHR,Chateauroux,France
Charleston Air Force Base International Airport,CHS,CHS,Charleston,United States
Chuathbaluk Airport,CHU,CHU,Chuathbaluk,United States
Cap Manuel Nino International Airport,CHX,CHX,Changuinola,Panama
Choiseul Bay Airport,CHY,CHY,Choiseul Bay,Solomon Islands
Chico Municipal Airport,CIC,CIC,Chico,United States
The Eastern Iowa Airport,CID,CID,Cedrrap Iowacty,United States
Collie Airport,CIE,CIE,Collie,Australia
Chifeng Airport,CIF,CIF,Chifeng,China
Changzhi Airport,CIH,CIH,Changzhi,China
Capitan Anibal Arab Airport,CIJ,CIJ,Cobija,Bolivia
Chalkyitsik Airport,CIK,CIK,Chalkyitsik,United States
Melsing Creek,CIL,CIL,Council,United States
Cimitarra,CIM,CIM,Cimitarra,Colombia
Chipata Airport,CIP,CIP,Chipata,Zambia
Shymkent Airport,CIT,CIT,Chimkent,Kazakhstan
Canouan Airport,CIW,CIW,Canouan Island,St. Vincent & the Grenadines
Capitan FAP Jose A Quinones Gonzales International Airport,CIX,CIX,Chiclayo,Peru
Comiso Airport,CIY,CIY,Comiso,Italy
Coari Airport,CIZ,CIZ,Coari,Brazil
Mayor General FAP Armando Revoredo Iglesias Airport,CJA,CJA,Cajamarca,Peru
Coimbatore International Airport,CJB,CJB,Coimbatore,India
El Loa Airport,CJC,CJC,Calama,Chile
Candilejas,CJD,CJD,Candilejas,Colombia
Cheongju International Airport/Cheongju Air Base (K 59/G 513),CJJ,CJJ,Cheong Ju,South Korea
Chumphon Airport,CJM,CJM,Chumphon,Thailand
Abraham Gonzalez International Airport,CJS,CJS,Ciudad Juarez,Mexico
Jeju International Airport,CJU,CJU,Cheju,South Korea
North Central West Virginia Airport,CKB,CKB,Clarksburg,United States
Crooked Creek,CKD,CKD,Crooked Creek,United States
Chongqing Jiangbei International Airport,CKG,CKG,Chongqing,China
Cherokee,CKK,CKK,Cherokee,United States
Carajas Airport,CKS,CKS,Carajas,Brazil
Conakry International Airport,CKY,CKY,Conakry,Guinea
canakkale Airport,CKZ,CKZ,Canakkale,Turkey
Mc Clellan Palomar Airport,CLD,CLD,Carlsbad,United States
Burke Lakefront Airport,BKL,CLE,Cleveland,United States
Cuyahoga County Airport,CGF,CLE,Cleveland,United States
Cleveland Hopkins International Airport,CLE,CLE,Cleveland,United States
Cluj Napoca International Airport,CLJ,CLJ,Cluj,Romania
Easterwood Field,CLL,CLL,College Station,United States
William R Fairchild International Airport,CLM,CLM,Port Angeles,United States
Alfonso Bonilla Aragon International Airport,CLO,CLO,Cali,Colombia
Clarks Point Airport,CLP,CLP,Clarks Point,United States
Licenciado Miguel de la Madrid Airport,CLQ,CLQ,Colima,Mexico
Charlotte Douglas International Airport,CLT,CLT,Charlotte,United States
Nelson Ribeiro Guimaraes Airport,CLV,CLV,Caldas Novas,Brazil
Calvi Sainte Catherine Airport,CLY,CLY,Calvi,France
Cunnamulla Airport,CMA,CMA,Cunnamulla,Australia
Bandaranaike International Colombo Airport,CMB,CMB,Colombo,Sri Lanka
Cootamundra Airport,CMD,CMD,Cootamundra,Australia
Ciudad del Carmen International Airport,CME,CME,Ciudad Del Carmen,Mexico
Chambery Savoie Airport,CMF,CMF,Chambery,France
Corumba International Airport,CMG,CMG,Corumba,Brazil
John Glenn Columbus International Airport,CMH,CMH,Columbus,United States
Rickenbacker International Airport,LCK,CMH,Columbus,United States
The Ohio State University Airport  Don Scott Field,OSU,CMH,Columbus,United States
University of Illinois Willard Airport,CMI,CMI,Champaign,United States
Chi Mei Airport,CMJ,CMJ,Chi Mei,Taiwan
Santana do Araguaia Airport,CMP,CMP,Santana Do Aragua,Brazil
Clermont Airport,CMQ,CMQ,Clermont,Australia
Colmar Houssen Airport,CMR,CMR,Colmar,France
Chimbu Airport,CMU,CMU,Kundiawa,Papua New Guinea
Ignacio Agramonte International Airport,CMW,CMW,Camaguey,Cuba
Houghton County Memorial Airport,CMX,CMX,Hancock,United States
Coconut Island Airport,CNC,CNC,Coconut Island,Australia
Mihail Kogalniceanu International Airport,CND,CND,Constanta,Romania
Cloncurry Airport,CNJ,CNJ,Cloncurry,Australia
Cavern City Air Terminal,CNM,CNM,Carlsbad,United States
Kannur International Airport,CNN,CNN,Kannur,India
Chino Airport,CNO,CNO,Chino,United States
Corrientes Airport,CNQ,CNQ,Corrientes,Argentina
Cairns International Airport,CNS,CNS,Cairns,Australia
Chiang Mai International Airport,CNX,CNX,Chiang Mai,Thailand
Canyonlands Field,CNY,CNY,Moab,United States
Comodoro Pierrestegui Airport,COC,COC,Concordia,Argentina
Yellowstone Regional Airport,COD,COD,Cody,United States
Coeur DAlene  Pappy Boyington Field,COE,COE,Coeur D'Alene,United States
Mandinga Airport,COG,COG,Condoto,Colombia
Cooch Behar Airport,COH,COH,Cooch Behar,India
Coonabarabran Airport,COJ,COJ,Coonabarabran,Australia
Cochin International Airport,COK,COK,Kochi,India
Concord Municipal Airport,CON,CON,Concord,United States
Cadjehoun Airport,COO,COO,Cotonou,Benin
Ingeniero Ambrosio Taravella Airport,COR,COR,Cordoba,Argentina
City of Colorado Springs Municipal Airport,COS,COS,Colorado Springs,United States
Columbia Regional Airport,COU,COU,Columbia,United States
Cape Palmas Airport,CPA,CPA,Cape Palmas,Liberia
Capurgana Airport,CPB,CPB,Capurgana,Colombia
Aviador C. Campos Airport,CPC,CPC,San Martin de Los Andes,Argentina
Coober Pedy Airport,CPD,CPD,Coober Pedy,Australia
Ingeniero Alberto Acuna Ongay International Airport,CPE,CPE,Campeche,Mexico
Copenhagen Kastrup Airport,CPH,CPH,Copenhagen,Denmark
Copenhagen Roskilde Airport,RKE,CPH,Copenhagen,Denmark
Compton,CPM,CPM,Compton,United States
Cape Rodney,CPN,CPN,Cape Rodney,Papua New Guinea
Desierto de Atacama Airport,CPO,CPO,Copiapo,Chile
Amarais Airport,CPQ,CPQ,Campinas,Brazil
Casper Natrona County International Airport,CPR,CPR,Casper,United States
Cape Town International Airport,CPT,CPT,Cape Town,South Africa
Presidente Joao Suassuna Airport,CPV,CPV,Campina Grande,Brazil
Benjamin Rivera Noriega Airport,CPX,CPX,Culebra,Puerto Rico
Ciudad Real Central Airport,CQM,CQM,Ciudad Real,Spain
Caquetania,CQT,CQT,Caquetania,Colombia
Craiova Airport,CRA,CRA,Craiova,Romania
General E. Mosconi Airport,CRD,CRD,Cdro Rivadavia,Argentina
Carnot,CRF,CRF,Carnot,Central African Republic
Colonel Hill Airport,CRI,CRI,Crooked Island,Bahamas
Diosdado Macapagal International Airport,CRK,CRK,Angeles City,Philippines
Catarman National Airport,CRM,CRM,Catarman,Philippines
Cromarty Airport,CRN,CRN,Cromarty,United Kingdom
Corpus Christi International Airport,CRP,CRP,Corpus Christi,United States
Caravelas Airport,CRQ,CRQ,Caravelas,Brazil
Carriacou Is,CRU,CRU,Carriacou Island,Grenada
Crotone Airport,CRV,CRV,Crotone,Italy
Yeager Airport,CRW,CRW,Charleston,United States
Caransebes Airport,CSB,CSB,Caransebes,Romania
Columbus Metropolitan Airport,CSG,CSG,Columbus,United States
Cap Skirring Airport,CSK,CSK,Cap Skirring,Senegal
OSullivan Aaf,CSL,CSL,San Luis,United States
San Luis County Regional Airport,SBP,CSL,San Luis,United States
Carson City,CSN,CSN,Carson City,United States
Cochstedt Airport,CSO,CSO,Cochstedt,Germany
Castaway,CST,CST,Castaway,Fiji Islands
Changsha Huanghua International Airport,CSX,CSX,Changsha,China
Cheboksary Airport,CSY,CSY,Cheboksary,Russian Federation
Catania Fontanarossa Airport,CTA,CTA,Catania,Italy
Catamarca Airport,CTC,CTC,Catamarca,Argentina
Rafael Nunez International Airport,CTG,CTG,Cartagena,Colombia
Charleville Airport,CTL,CTL,Charleville,Australia
Chetumal International Airport,CTM,CTM,Chetumal,Mexico
Cooktown Airport,CTN,CTN,Cooktown,Australia
Chengdu Shuangliu International Airport,CTU,CTU,Chengdu,China
Camilo Daza International Airport,CUC,CUC,Cucuta,Colombia
Mariscal Lamar Airport,CUE,CUE,Cuenca,Ecuador
Cuneo International Airport,CUF,CUF,Cuneo,Italy
Bachigualato Federal International Airport,CUL,CUL,Culiacan,Mexico
Cumana (Antonio Jose de Sucre) Airport,CUM,CUM,Cumana,Venezuela
Cancun International Airport,CUN,CUN,Cancun,Mexico
General Francisco Bermudez Airport,CUP,CUP,Carupano,Venezuela
Coen Airport,CUQ,CUQ,Coen,Australia
Hato International Airport,CUR,CUR,Curacao,Netherlands Antilles
Cutral Co Airport,CUT,CUT,Cutral,Argentina
General Roberto Fierro Villalobos International Airport,CUU,CUU,Chihuahua,Mexico
Cue,CUY,CUY,Cue,Australia
Alejandro Velasco Astete International Airport,CUZ,CUZ,Cuzco,Peru
Courchevel Airport,CVF,CVF,Courchevel,France
Cincinnati Northern Kentucky International Airport,CVG,CVG,Cincinnati,United States
General Mariano Matamoros Airport,CVJ,CVJ,Cuernavaca,Mexico
Cape Vogel,CVL,CVL,Cape Vogel,Papua New Guinea
General Pedro Jose Mendez International Airport,CVM,CVM,Ciudad Victoria,Mexico
Clovis Municipal Airport,CVN,CVN,Clovis,United States
Carnarvon Airport,CVQ,CVQ,Carnarvon,Australia
Hughes,CVR,CVR,Culver City,United States
Coventry Airport,CVT,CVT,Coventry,United Kingdom
Afonso Pena Airport,CWB,CWB,Curitiba,Brazil
Chernivtsi International Airport,CWC,CWC,Chernovtsy,Ukraine
Cardiff International Airport,CWL,CWL,Cardiff,United Kingdom
Cowra Airport,CWT,CWT,Cowra,Australia
Caicara del Orinoco Airport,CXA,CXA,Caicara De Oro,Venezuela
Coxs Bazar Airport,CXB,CXB,Cox's Bazar,Bangladesh
Cassidy International Airport,CXI,CXI,Christmas Island,Kiribati
Hugo Cantergiani Regional Airport,CXJ,CXJ,Caxias Do Sul,Brazil
Calexico International Airport,CXL,CXL,Calexico,United States
Tunggul Wulung Airport,CXP,CXP,Cilacap,Indonesia
Cam Ranh Airport,CXR,CXR,Cam Ranh,Vietnam
Charters Towers,CXT,CXT,Charters Towers,Australia
Gerrard Smith International Airport,CYB,CYB,Cayman Brac Island,Cayman Islands
Caye Chapel,CYC,CYC,Caye Chapel,Belize
Corryong Airport,CYG,CYG,Corryong,Australia
Vilo Acuna International Airport,CYO,CYO,Cayo Largo Del Sur,Cuba
Calbayog Airport,CYP,CYP,Calbayog,Philippines
Laguna de Los Patos International Airport,CYR,CYR,Colonia,Uruguay
Cheyenne Regional Jerry Olson Field,CYS,CYS,Cheyenne,United States
Cauayan Airport,CYZ,CYZ,Cauayan,Philippines
Jose Leonardo Chirinos Airport,CZE,CZE,Coro,Venezuela
Corozal,CZH,CZH,Corozal,Belize
Mohamed Boudiaf International Airport,CZL,CZL,Constantine,Algeria
Cozumel International Airport,CZM,CZM,Cozumel,Mexico
